"Order ID","Sale Date","Sale price","COGS","Status","Store Name","Store Id","Customer Invoice Number"
"f3mt-teg8","2020-07-01 00:30:12.259000","86.23","144.77","done","PandaNow (Sathorn)","f3mt","ABB-0000001947"
"f0yg-w0qh","2020-07-01 00:32:28.158000","81.02","59.93","done","PandaNow (Lat Phrao)","f0yg","20202657"
"f0yg-3hqu","2020-07-01 00:33:20.078000","55.0","46.74","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001948"
"f3mt-0i4y","2020-07-01 00:33:57.601000","76.56","124.31","done","PandaNow (Sathorn)","f3mt","ABB-0000001949"
"f0yg-k4ux","2020-07-01 00:36:12.148000","96.0","334.88","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001950"
"f0yg-8ck8","2020-07-01 01:14:24","110.37","169.28","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001951"
"f0yg-iu60","2020-07-01 01:18:31.909000","76.43","123.60","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001952"
"f4gt-pjh6","2020-07-01 01:36:29.200000","86.87","68.90","done","PandaNow (Wattana)","f4gt","ABB-0000001953"
"f0yg-x48g","2020-07-01 01:44:27.438000","59.11","49.77","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001954"
"f0yg-vjiu","2020-07-01 02:06:52.177000","115.0","87.74","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001955"
"f0yg-5pec","2020-07-01 02:44:11.934000","50.0","44.86","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001956"
"f4gt-2c1c","2020-07-01 04:06:29.605000","92.0","65.53","done","PandaNow (Wattana)","f4gt","ABB-0000001957"
"f0yg-xsds","2020-07-01 05:31:16.147000","155.87","188.05","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001958"
"f4gt-i7y0","2020-07-01 06:19:47.257000","156.0","201.93","done","PandaNow (Wattana)","f4gt","ABB-0000001959"
"f0yg-t7xy","2020-07-01 07:21:51.720000","55.0","33.83","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001960"
"f0yg-wuuy","2020-07-01 08:06:01.063000","245.1","240.00","done","PandaNow (Lat Phrao)","f0yg","20202671"
"f0yg-3s1e","2020-07-01 08:46:47.762000","85.0","140.22","done","PandaNow (Lat Phrao)","f0yg","20202672"
"f3mt-2k8h","2020-07-01 09:15:54.571000","95.95","154.77","done","PandaNow (Sathorn)","f3mt","ABB-0000001961"
"f4gt-f3jb","2020-07-01 09:18:48.579000","79.0","103.12","done","PandaNow (Wattana)","f4gt","ABB-0000001962"
"f3mt-t91b","2020-07-01 09:29:33.099000","77.7","130.27","done","PandaNow (Sathorn)","f3mt","ABB-0000001965"
"f3mt-xe4i","2020-07-01 08:08:03.599000","78.01","121.10","done","PandaNow (Sathorn)","f3mt","ABB-0000001966"
"f4gt-1m5d","2020-07-01 09:30:35.290000","179.0","144.14","done","PandaNow (Wattana)","f4gt","ABB-0000001963"
"f4gt-230k","2020-07-01 09:32:41.708000","97.0","142.30","done","PandaNow (Wattana)","f4gt","ABB-0000001964"
"f3mt-hjz9","2020-07-01 09:34:06.836000","75.87","118.14","done","PandaNow (Sathorn)","f3mt","ABB-0000001967"
"f4gt-5ffb","2020-07-01 09:50:03.213000","115.0","136.68","done","PandaNow (Wattana)","f4gt","ABB-0000001968"
"f3mt-q5de","2020-07-01 09:55:38.314000","154.75","156.70","done","PandaNow (Sathorn)","f3mt","ABB-0000001969"
"f4gt-fbxw","2020-07-01 09:57:43.746000","77.0","119.62","done","PandaNow (Wattana)","f4gt","ABB-0000001970"
"f0yg-vf0a","2020-07-01 10:02:01.741000","140.3","198.12","done","PandaNow (Lat Phrao)","f0yg","20202683"
"f4gt-l0cz","2020-07-01 10:05:51.858000","90.0","66.66","done","PandaNow (Wattana)","f4gt","ABB-0000001971"
"f4gt-7e1f","2020-07-01 10:11:18.536000","85.0","140.22","done","PandaNow (Wattana)","f4gt","ABB-0000001972"
"f4gt-bsxi","2020-07-01 10:13:41.199000","75.0","107.38","done","PandaNow (Wattana)","f4gt","ABB-0000001973"
"f0yg-fpwa","2020-07-01 10:18:25.560000","240.72","281.37","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001974"
"f4gt-bvj3","2020-07-01 10:20:08.910000","87.0","134.72","done","PandaNow (Wattana)","f4gt","ABB-0000001976"
"f4gt-al1r","2020-07-01 10:20:14.162000","129.0","129.07","done","PandaNow (Wattana)","f4gt","ABB-0000001977"
"f0yg-dngs","2020-07-01 10:23:31.252000","119.0","148.79","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001975"
"f4gt-64l7","2020-07-01 10:31:18.965000","83.0","129.92","done","PandaNow (Wattana)","f4gt","ABB-0000001978"
"f4gt-zdjz","2020-07-01 10:37:44.236000","138.0","107.04","done","PandaNow (Wattana)","f4gt","ABB-0000001979"
"f4gt-f0qs","2020-07-01 10:46:17.149000","75.0","122.42","done","PandaNow (Wattana)","f4gt","ABB-0000001980"
"f4gt-sxcg","2020-07-01 10:49:58.914000","65.0","45.56","done","PandaNow (Wattana)","f4gt","ABB-0000001981"
"f3mt-2su4","2020-07-01 10:50:44.649000","152.1","134.25","done","PandaNow (Sathorn)","f3mt","ABB-0000001982"
"f0yg-6zfx","2020-07-01 11:01:23.788000","90.0","124.70","done","PandaNow (Lat Phrao)","f0yg","20202696"
"f4gt-72mn","2020-07-01 11:07:55.855000","168.4","204.42","done","PandaNow (Wattana)","f4gt","ABB-0000001984"
"f0yg-29hd","2020-07-01 11:10:13.895000","550.0","450.90","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001983"
"f0yg-juo8","2020-07-01 11:31:40.424000","100.0","152.39","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001985"
"f4gt-h2ed","2020-07-01 11:35:12.795000","77.5","107.16","done","PandaNow (Wattana)","f4gt","ABB-0000001986"
"f4gt-vbmt","2020-07-01 11:51:02.751000","85.0","135.27","done","PandaNow (Wattana)","f4gt","ABB-0000001987"
"f4gt-hohf","2020-07-01 11:54:30.527000","85.0","135.27","done","PandaNow (Wattana)","f4gt","ABB-0000001988"
"f4gt-lcs5","2020-07-01 11:55:31.944000","78.87","132.55","done","PandaNow (Wattana)","f4gt","ABB-0000001990"
"f4gt-95o2","2020-07-01 11:58:10.561000","85.0","140.22","done","PandaNow (Wattana)","f4gt","ABB-0000001989"
"f4gt-blit","2020-07-01 12:00:58.326000","75.0","111.68","done","PandaNow (Wattana)","f4gt","ABB-0000001992"
"f4gt-vli2","2020-07-01 12:04:36.026000","87.0","131.92","done","PandaNow (Wattana)","f4gt","ABB-0000001991"
"f4gt-xtjm","2020-07-01 12:07:59.099000","99.0","132.45","done","PandaNow (Wattana)","f4gt","ABB-0000001993"
"f0yg-8gv2","2020-07-01 12:09:23.075000","103.06","87.32","done","PandaNow (Lat Phrao)","f0yg","ABB-0000001994"
"f4gt-eim4","2020-07-01 12:09:51.468000","85.0","140.22","done","PandaNow (Wattana)","f4gt","ABB-0000001995"
"f4gt-29wh","2020-07-01 12:12:19.793000","85.0","140.22","done","PandaNow (Wattana)","f4gt","ABB-0000001996"
"f4gt-uz1q","2020-07-01 12:15:28.866000","85.0","135.27","done","PandaNow (Wattana)","f4gt","ABB-0000001997"
"f4gt-5q3z","2020-07-01 12:25:49.702000","78.5","123.46","done","PandaNow (Wattana)","f4gt","ABB-0000001998"
"f4gt-ad88","2020-07-01 12:31:55.508000","75.0","123.08","done","PandaNow (Wattana)","f4gt","ABB-0000001999"
"f3mt-gs2f","2020-07-01 12:37:54.138000","75.5","117.24","done","PandaNow (Sathorn)","f3mt","ABB-0000002003"
"f4gt-6i5k","2020-07-01 12:39:40.432000","60.92","45.59","done","PandaNow (Wattana)","f4gt","ABB-0000002000"
"f3mt-e5qr","2020-07-01 12:40:04.694000","78.5","119.75","done","PandaNow (Sathorn)","f3mt","ABB-0000002002"
"f4gt-u647","2020-07-01 12:40:36.033000","119.0","137.63","done","PandaNow (Wattana)","f4gt","ABB-0000002001"
"f4gt-3f7t","2020-07-01 12:42:19.045000","96.8","156.01","done","PandaNow (Wattana)","f4gt","ABB-0000002004"
"f4gt-f2kj","2020-07-01 12:45:24.911000","85.0","95.80","done","PandaNow (Wattana)","f4gt","ABB-0000002005"
"f4gt-chi7","2020-07-01 12:56:46.808000","85.0","142.06","done","PandaNow (Wattana)","f4gt","ABB-0000002015"
"f4gt-jyz9","2020-07-01 12:58:15.695000","79.0","127.86","done","PandaNow (Wattana)","f4gt","ABB-0000002006"
"f4gt-bepa","2020-07-01 12:58:45.108000","75.5","83.39","done","PandaNow (Wattana)","f4gt","ABB-0000002011"
"f4gt-j7ym","2020-07-01 13:01:54.782000","119.0","139.49","done","PandaNow (Wattana)","f4gt","ABB-0000002008"
"f4gt-558y","2020-07-01 13:03:59.060000","83.4","135.73","done","PandaNow (Wattana)","f4gt","ABB-0000002007"
"f4gt-qrms","2020-07-01 13:03:31.568000","135.0","161.56","done","PandaNow (Wattana)","f4gt","ABB-0000002010"
"f0yg-9kkc","2020-07-01 13:06:18.034000","79.0","131.34","done","PandaNow (Lat Phrao)","f0yg","20202726"
"f4gt-xiyx","2020-07-01 13:07:54.870000","80.0","112.15","done","PandaNow (Wattana)","f4gt","ABB-0000002012"
"f4gt-olq6","2020-07-01 11:44:33.411000","75.0","114.46","done","PandaNow (Wattana)","f4gt","ABB-0000002014"
"f4gt-dpcf","2020-07-01 13:09:24.085000","80.0","0.00","done","PandaNow (Wattana)","f4gt","ABB-0000002009"
"f3mt-qyw7","2020-07-01 13:18:24.168000","79.0","128.98","done","PandaNow (Sathorn)","f3mt","ABB-0000002013"
"f4gt-v9q5","2020-07-01 13:20:31.292000","106.0","146.10","done","PandaNow (Wattana)","f4gt","ABB-0000002018"
"f0yg-sxrf","2020-07-01 13:20:56.936000","50.0","40.20","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002016"
"f4gt-ks9n","2020-07-01 13:22:25.646000","106.0","146.10","done","PandaNow (Wattana)","f4gt","ABB-0000002019"
"f4gt-edz4","2020-07-01 13:23:33.426000","80.26","136.04","done","PandaNow (Wattana)","f4gt","ABB-0000002017"
"f4gt-9aux","2020-07-01 13:24:52.719000","148.0","176.53","done","PandaNow (Wattana)","f4gt","ABB-0000002021"
"f4gt-q5c5","2020-07-01 13:25:21.473000","113.4","153.30","done","PandaNow (Wattana)","f4gt","ABB-0000002020"
"f3mt-1e9j","2020-07-01 13:31:20.238000","105.0","148.03","done","PandaNow (Sathorn)","f3mt","ABB-0000002022"
"f0yg-qrpt","2020-07-01 13:36:28.805000","116.0","94.13","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002024"
"f3mt-2npx","2020-07-01 13:39:49.851000","84.4","136.01","done","PandaNow (Sathorn)","f3mt","ABB-0000002023"
"f3mt-gekw","2020-07-01 13:42:50.446000","80.0","119.60","done","PandaNow (Sathorn)","f3mt","ABB-0000002025"
"f3mt-waln","2020-07-01 13:44:00.323000","78.0","112.05","done","PandaNow (Sathorn)","f3mt","ABB-0000002026"
"f4gt-7bdp","2020-07-01 13:45:20.802000","76.52","124.26","done","PandaNow (Wattana)","f4gt","ABB-0000002028"
"f4gt-3zbo","2020-07-01 13:48:00.165000","79.5","124.13","done","PandaNow (Wattana)","f4gt","ABB-0000002027"
"f3mt-nhs5","2020-07-01 13:50:47.508000","193.0","202.50","done","PandaNow (Sathorn)","f3mt","ABB-0000002029"
"f4gt-97gi","2020-07-01 13:51:03.454000","88.96","129.97","done","PandaNow (Wattana)","f4gt","ABB-0000002030"
"f4gt-uga3","2020-07-01 14:07:07.273000","106.0","129.90","done","PandaNow (Wattana)","f4gt","ABB-0000002031"
"f4gt-324p","2020-07-01 14:23:33.526000","214.0","148.62","done","PandaNow (Wattana)","f4gt","ABB-0000002032"
"f4gt-lp4d","2020-07-01 14:50:37.482000","60.86","55.11","done","PandaNow (Wattana)","f4gt","ABB-0000002033"
"f3mt-ohsi","2020-07-01 15:02:41.726000","68.3","157.28","done","PandaNow (Sathorn)","f3mt","ABB-0000002034"
"f3mt-0r1b","2020-07-01 15:07:02.876000","105.33","150.89","done","PandaNow (Sathorn)","f3mt","ABB-0000002035"
"f4gt-obvq","2020-07-01 15:26:29.916000","177.6","136.94","done","PandaNow (Wattana)","f4gt","ABB-0000002036"
"f4gt-7i9b","2020-07-01 15:27:12.032000","126.7","120.99","done","PandaNow (Wattana)","f4gt","ABB-0000002037"
"f0yg-whqn","2020-07-01 15:34:01.897000","80.0","125.72","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002038"
"f0yg-mljf","2020-07-01 15:36:04.117000","165.0","105.79","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002039"
"f3mt-h372","2020-07-01 15:36:53.798000","151.0","231.92","done","PandaNow (Sathorn)","f3mt","ABB-0000002040"
"f3mt-ns9c","2020-07-01 15:43:24.359000","202.0","341.10","done","PandaNow (Sathorn)","f3mt","ABB-0000002042"
"f4gt-vstv","2020-07-01 15:45:23.291000","75.5","118.22","done","PandaNow (Wattana)","f4gt","ABB-0000002043"
"f3mt-mv4w","2020-07-01 15:48:38.905000","85.51","135.25","done","PandaNow (Sathorn)","f3mt","ABB-0000002045"
"f4gt-axw4","2020-07-01 15:48:43.093000","80.1","136.31","done","PandaNow (Wattana)","f4gt","ABB-0000002044"
"f3mt-afa5","2020-07-01 15:50:04.532000","567.05","930.33","done","PandaNow (Sathorn)","f3mt","ABB-0000002046"
"f4gt-zwcw","2020-07-01 15:53:53.652000","203.27","331.34","done","PandaNow (Wattana)","f4gt","ABB-0000002047"
"f4gt-qani","2020-07-01 16:03:50.791000","195.0","118.45","done","PandaNow (Wattana)","f4gt","ABB-0000002048"
"f3mt-o5gy","2020-07-01 16:06:37.287000","86.43","151.01","done","PandaNow (Sathorn)","f3mt","ABB-0000002049"
"f0yg-ja82","2020-07-01 16:07:09.080000","300.9","439.96","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002050"
"f3mt-g95t","2020-07-01 14:44:03.951000","75.0","91.10","done","PandaNow (Sathorn)","f3mt","ABB-0000002051"
"f0yg-uyuf","2020-07-01 16:12:08.467000","171.55","266.29","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002052"
"f0yg-kesv","2020-07-01 16:16:36.105000","120.0","94.73","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002053"
"f3mt-92b2","2020-07-01 16:25:44.041000","75.0","191.81","done","PandaNow (Sathorn)","f3mt","ABB-0000002054"
"f4gt-waw9","2020-07-01 16:25:45.066000","85.0","132.63","done","PandaNow (Wattana)","f4gt","ABB-0000002057"
"f3mt-0vee","2020-07-01 16:25:59.960000","86.0","130.48","done","PandaNow (Sathorn)","f3mt","ABB-0000002056"
"f0yg-d3yu","2020-07-01 16:27:14.146000","84.0","119.56","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002055"
"f0yg-p9wb","2020-07-01 16:30:06.791000","97.0","157.02","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002058"
"f0yg-9s5m","2020-07-01 16:32:54.868000","78.5","127.26","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002059"
"f0yg-slg4","2020-07-01 16:36:55.688000","79.5","124.63","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002063"
"f0yg-08rd","2020-07-01 16:37:50.357000","108.0","141.07","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002060"
"f0yg-flh8","2020-07-01 16:37:17.998000","78.5","132.09","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002066"
"f4gt-tdql","2020-07-01 16:40:33.589000","76.0","123.98","done","PandaNow (Wattana)","f4gt","ABB-0000002061"
"f4gt-mq7z","2020-07-01 16:41:49.103000","77.5","125.14","done","PandaNow (Wattana)","f4gt","ABB-0000002062"
"f4gt-5nls","2020-07-01 16:43:48.038000","85.0","132.47","done","PandaNow (Wattana)","f4gt","ABB-0000002067"
"f3mt-8but","2020-07-01 16:44:30.130000","85.0","140.22","done","PandaNow (Sathorn)","f3mt","ABB-0000002065"
"f0yg-5qn8","2020-07-01 16:44:59.833000","75.0","121.33","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002064"
"f4gt-mqo3","2020-07-01 16:45:48.177000","75.5","122.96","done","PandaNow (Wattana)","f4gt","ABB-0000002070"
"f4gt-ilef","2020-07-01 16:49:07.014000","305.0","327.18","done","PandaNow (Wattana)","f4gt","ABB-0000002068"
"f4gt-fftb","2020-07-01 16:51:01.989000","75.0","107.19","done","PandaNow (Wattana)","f4gt","ABB-0000002069"
"f3mt-9sid","2020-07-01 16:52:43.624000","50.0","37.60","done","PandaNow (Sathorn)","f3mt","ABB-0000002076"
"f0yg-tgsw","2020-07-01 16:54:06.325000","149.0","176.92","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002071"
"f0yg-7d3s","2020-07-01 16:54:51.313000","108.0","128.52","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002072"
"f4gt-ings","2020-07-01 16:55:43.107000","75.0","106.23","done","PandaNow (Wattana)","f4gt","ABB-0000002073"
"f4gt-fwsi","2020-07-01 16:57:10.011000","75.0","107.32","done","PandaNow (Wattana)","f4gt","ABB-0000002074"
"f0yg-huwr","2020-07-01 16:58:58.269000","85.0","140.22","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002075"
"f0yg-v8v6","2020-07-01 17:02:45.334000","80.0","127.85","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002081"
"f0yg-r75z","2020-07-01 17:03:41.387000","160.0","112.14","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002077"
"f4gt-602a","2020-07-01 17:04:21.126000","77.0","105.76","done","PandaNow (Wattana)","f4gt","ABB-0000002078"
"f0yg-h70d","2020-07-01 17:06:00.549000","88.3","157.28","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002079"
"f0yg-dzdb","2020-07-01 15:41:03.942000","107.0","166.30","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002083"
"f0yg-iu1g","2020-07-01 15:41:04.074000","103.0","161.12","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002086"
"f0yg-s0mc","2020-07-01 15:41:04.011000","135.05","180.56","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002085"
"f0yg-3mma","2020-07-01 15:41:03.958000","101.8","161.34","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002084"
"f4gt-b2vc","2020-07-01 17:06:34.328000","52.04","44.01","done","PandaNow (Wattana)","f4gt","ABB-0000002080"
"f3mt-6cyd","2020-07-01 15:39:03.986000","224.0","240.32","done","PandaNow (Sathorn)","f3mt","ABB-0000002100"
"f0yg-iw1s","2020-07-01 17:08:10.459000","79.0","125.50","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002082"
"f4gt-ta2t","2020-07-01 17:10:19.617000","147.0","159.50","done","PandaNow (Wattana)","f4gt","ABB-0000002087"
"f0yg-vvtb","2020-07-01 17:12:04.528000","78.11","131.72","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002089"
"f0yg-i3kq","2020-07-01 17:12:48.069000","119.0","133.91","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002088"
"f3mt-immh","2020-07-01 17:14:41.978000","88.73","148.18","done","PandaNow (Sathorn)","f3mt","ABB-0000002090"
"f0yg-ldxz","2020-07-01 17:17:55.169000","95.0","132.03","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002091"
"f4gt-pwmh","2020-07-01 17:19:01.778000","77.0","126.26","done","PandaNow (Wattana)","f4gt","ABB-0000002093"
"f0yg-7yx8","2020-07-01 17:19:19.763000","81.0","134.14","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002092"
"f0yg-hzg3","2020-07-01 17:21:47.597000","144.0","182.23","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002094"
"f0yg-lc0y","2020-07-01 17:24:53.001000","85.0","126.03","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002096"
"f0yg-vc6o","2020-07-01 17:25:37.170000","85.0","140.22","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002095"
"f0yg-pgk2","2020-07-01 17:26:05.761000","75.0","119.16","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002098"
"f3mt-ll8g","2020-07-01 17:26:58.795000","148.0","203.74","done","PandaNow (Sathorn)","f3mt","ABB-0000002097"
"f3mt-ar6x","2020-07-01 17:27:24.731000","75.0","332.03","done","PandaNow (Sathorn)","f3mt","ABB-0000002099"
"f3mt-zkr0","2020-07-01 17:29:46.692000","300.0","238.30","done","PandaNow (Sathorn)","f3mt","ABB-0000002101"
"f0yg-4ocd","2020-07-01 17:31:29.100000","130.0","127.58","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002102"
"f4gt-r1g4","2020-07-01 17:33:44.735000","79.92","127.26","done","PandaNow (Wattana)","f4gt","ABB-0000002104"
"f3mt-cf42","2020-07-01 17:34:48.249000","118.9","186.57","done","PandaNow (Sathorn)","f3mt","ABB-0000002103"
"f3mt-4g68","2020-07-01 17:34:49.829000","140.0","174.77","done","PandaNow (Sathorn)","f3mt","ABB-0000002105"
"f3mt-vmp5","2020-07-01 16:14:03.202000","295.65","525.97","done","PandaNow (Sathorn)","f3mt","ABB-0000002107"
"f4gt-lv8e","2020-07-01 17:36:47.711000","80.0","97.20","done","PandaNow (Wattana)","f4gt","ABB-0000002106"
"f3mt-l7be","2020-07-01 17:39:23.313000","90.0","103.28","done","PandaNow (Sathorn)","f3mt","ABB-0000002111"
"f4gt-dq3q","2020-07-01 17:40:18.257000","80.0","123.06","done","PandaNow (Wattana)","f4gt","ABB-0000002109"
"f4gt-zxbt","2020-07-01 17:41:07.443000","80.0","127.10","done","PandaNow (Wattana)","f4gt","ABB-0000002108"
"f0yg-mbsr","2020-07-01 17:41:29.411000","79.5","129.68","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002112"
"f0yg-vyq0","2020-07-01 17:42:52.691000","85.0","135.27","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002110"
"f0yg-2otv","2020-07-01 17:43:40.249000","85.0","135.27","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002113"
"f3mt-o0ec","2020-07-01 17:44:09.333000","104.0","127.26","done","PandaNow (Sathorn)","f3mt","ABB-0000002114"
"f3mt-aqr6","2020-07-01 17:46:41.807000","100.44","95.88","done","PandaNow (Sathorn)","f3mt","ABB-0000002115"
"f0yg-3mi7","2020-07-01 17:47:13.190000","80.0","126.84","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002116"
"f4gt-8n95","2020-07-01 17:49:24.162000","90.0","73.89","done","PandaNow (Wattana)","f4gt","ABB-0000002117"
"f0yg-6zcz","2020-07-01 17:50:57.824000","80.5","133.07","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002118"
"f3mt-g93z","2020-07-01 17:54:09.902000","83.82","126.57","done","PandaNow (Sathorn)","f3mt","ABB-0000002121"
"f0yg-ifub","2020-07-01 17:54:17.704000","85.0","135.27","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002119"
"f4gt-owb9","2020-07-01 17:54:32.911000","86.0","171.98","done","PandaNow (Wattana)","f4gt","ABB-0000002120"
"f0yg-vj4p","2020-07-01 17:56:44.566000","79.5","104.87","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002123"
"f4gt-8uew","2020-07-01 17:58:00.581000","75.0","126.15","done","PandaNow (Wattana)","f4gt","ABB-0000002122"
"f0yg-10kt","2020-07-01 18:04:13.377000","76.5","127.51","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002124"
"f4gt-6e6b","2020-07-01 18:04:38.658000","76.0","117.00","done","PandaNow (Wattana)","f4gt","ABB-0000002127"
"f0yg-odqo","2020-07-01 18:05:59.692000","109.0","164.54","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002125"
"f4gt-v65i","2020-07-01 18:06:49.331000","75.0","112.14","done","PandaNow (Wattana)","f4gt","ABB-0000002126"
"f4gt-jv0t","2020-07-01 18:12:45.660000","75.5","121.37","done","PandaNow (Wattana)","f4gt","ABB-0000002128"
"f4gt-q1sr","2020-07-01 18:12:56.724000","85.0","132.63","done","PandaNow (Wattana)","f4gt","ABB-0000002129"
"f0yg-r3wv","2020-07-01 18:17:13.282000","146.0","144.28","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002130"
"f3mt-bgsd","2020-07-01 18:22:15.978000","75.82","144.64","done","PandaNow (Sathorn)","f3mt","ABB-0000002131"
"f0yg-v783","2020-07-01 18:22:40.298000","90.0","128.43","done","PandaNow (Lat Phrao)","f0yg","20202846"
"f4gt-1im3","2020-07-01 18:26:12.918000","85.0","120.15","done","PandaNow (Wattana)","f4gt","ABB-0000002133"
"f0yg-m4xm","2020-07-01 18:26:50.727000","76.5","121.54","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002132"
"f0yg-cdae","2020-07-01 18:31:38.624000","284.0","310.83","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002136"
"f3mt-8taz","2020-07-01 18:31:49.517000","81.0","127.49","done","PandaNow (Sathorn)","f3mt","ABB-0000002135"
"f4gt-ev39","2020-07-01 18:33:50.081000","88.0","123.40","done","PandaNow (Wattana)","f4gt","ABB-0000002134"
"f0yg-fdap","2020-07-01 18:34:00.676000","79.63","136.21","done","PandaNow (Lat Phrao)","f0yg","20202852"
"f4gt-vf2s","2020-07-01 18:39:48.262000","55.0","38.94","done","PandaNow (Wattana)","f4gt","ABB-0000002137"
"f3mt-2xqx","2020-07-01 18:40:50.027000","80.0","124.29","done","PandaNow (Sathorn)","f3mt","ABB-0000002138"
"f0yg-q3r6","2020-07-01 18:47:00.591000","110.0","93.48","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002139"
"f0yg-l2fu","2020-07-01 18:47:52.356000","138.0","113.40","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002141"
"f0yg-fy8c","2020-07-01 18:48:12.951000","80.0","112.14","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002140"
"f3mt-wj6j","2020-07-01 18:48:24.646000","78.5","117.63","done","PandaNow (Sathorn)","f3mt","ABB-0000002142"
"f4gt-kfnz","2020-07-01 18:48:38.720000","107.0","140.80","done","PandaNow (Wattana)","f4gt","ABB-0000002151"
"f0yg-ts6r","2020-07-01 18:50:26.213000","115.0","136.68","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002143"
"f0yg-mt66","2020-07-01 18:51:21.445000","81.0","127.19","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002144"
"f4gt-zlor","2020-07-01 18:54:08.605000","144.0","118.82","done","PandaNow (Wattana)","f4gt","ABB-0000002148"
"f0yg-1kuu","2020-07-01 18:54:12.530000","88.0","136.07","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002145"
"f0yg-1lwc","2020-07-01 18:58:04.175000","60.0","54.86","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002147"
"f0yg-sukv","2020-07-01 18:58:11.759000","96.34","165.01","done","PandaNow (Lat Phrao)","f0yg","ABB-0000002146"
"f3mt-k09c","2020-07-01 18:59:30.146000","77.25","127.03","done","PandaNow (Sathorn)","f3mt","ABB-0000002150"
"f3mt-2g5x","2020-07-01 18:59:42.092000","100.0","142.98","done","PandaNow (Sathorn)","f3mt","ABB-0000002149"
"f3mt-tb0f","2020-07-01 19:03:36.103000","76.5","114.29","done","PandaNow (Sathorn)","f3mt","ABB-0000002152"
"f3mt-7fxx","2020-07-01 19:03:36.409000","116.04","160.00","done","PandaNow (Sathorn)","f3mt","ABB-0000002153"
"f4gt-03tn","2020-07-01 19:04:20.343000","88.65","142.91","done","PandaNow (Wattana)","f4gt","ABB-0000002154"
"f3mt-qha7","2020-07-01 19:06:19.218000","178.0","201.32","done","PandaNow (Sathorn)","f3mt","ABB-0000002155"
